FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
25525,1393,2551,503,145,497,67785,1974,2613,241,305,314,51,866
10160,5064,314,287,304,411,27361,7028,194,112,211,314,35,867
52865,5497,554,0,567,0,104967,11191,646,18,177,105,57,869
34880,4007,2146,249,168,174,82410,7948,2230,151,16,170,34,872
49556,8020,5327,444,0,41,104325,14314,5249,310,35,327,44,873
46637,2367,4811,148,616,440,89443,3936,3699,147,388,323,65,874
301201,64512,5025,1556,4262,2000,460507,90003,4770,1237,3400,900,116,875
25947,1759,3768,473,312,0,58224,2675,3243,295,343,189,61,877
92844,962,6469,982,0,416,166182,3255,6108,620,142,378,119,878
37140,1582,3544,294,346,252,65852,3060,3334,196,367,183,49,878
14763,2296,541,36,850,358,25572,5308,422,15,415,278,45,879
9304,4359,434,170,663,207,26825,9920,651,173,640,167,25,880
16349,10982,474,80,291,214,30411,19862,462,25,338,412,35,880
95340,17118,0,0,0,510,40105,6681,757,144,369,292,195,880
9580,3080,214,172,231,28,31075,6644,258,164,287,170,29,881
31179,1334,2580,7,420,220,57164,2569,2386,15,327,180,52,881
40267,2655,1973,359,426,62,79378,4862,1876,238,362,137,38,881
67688,15216,5171,397,178,270,148502,23022,4528,214,166,210,56,884
48440,13925,4485,314,160,73,112835,21785,3884,219,270,77,56,884
52850,3765,3928,392,493,232,107537,5092,3663,188,273,228,54,885
29829,582,7913,364,910,0,57861,1961,6399,250,742,0,37,886
8881,7422,335,290,496,29,17420,8614,289,236,277,3,41,888
5306,2719,309,188,337,26,27217,8465,574,226,121,0,15,888
2950,3388,149,285,411,149,9849,8547,118,247,337,314,18,888
1562,2381,162,155,387,194,7978,9076,254,24,370,323,13,888
4203,5274,261,164,267,117,18610,12061,399,81,168,93,23,888
3518,3866,100,114,310,179,13452,9154,3,163,428,289,19,888
3121,4230,31,71,264,303,11859,10136,116,34,0,234,19,888
2439,3480,266,191,424,59,10713,11391,419,144,292,5,14,888
4883,4031,208,152,378,82,26927,12702,389,26,243,0,14,888
3415,3958,288,262,166,203,21119,14674,401,234,0,219,12,888
25884,734,3573,285,216,282,64612,2488,3300,222,366,229,33,888
19259,1146,198,154,337,374,50841,3303,250,149,259,261,43,889
12028,2784,172,264,621,0,28325,6447,171,195,370,312,38,889
56509,2293,3987,704,567,0,118997,3644,3821,465,279,190,56,889
46361,1124,3391,485,267,52,114517,3206,3278,337,258,223,36,889
62821,1156,4553,0,22,197,118150,2314,3662,134,231,241,60,890
36351,19163,4128,594,607,616,57655,30920,2878,298,311,649,69,891
21706,5265,133,0,487,559,29695,5459,513,125,553,326,84,891
19817,2439,1139,341,684,613,49930,5844,1133,192,733,655,32,892
30060,3007,496,202,583,594,47966,4616,671,175,370,459,39,892
43059,2434,3580,151,280,159,100700,3194,3431,124,274,229,45,893
246333,26106,1809,589,417,304,354978,34694,779,349,356,224,104,894
33291,2110,3796,269,424,388,82296,4113,3651,153,290,287,32,894
128220,6325,0,504,679,0,216269,8353,332,280,406,169,92,895
35929,519,4926,400,450,261,103305,2685,5196,263,350,318,30,895
78130,2126,3733,423,118,0,162812,4537,3629,409,93,215,48,895
21316,2141,122,0,735,59,40651,4169,328,60,664,158,53,895
69413,2073,4584,226,316,40,126371,2638,3639,141,325,390,59,896
85884,2630,4771,365,498,231,165681,3398,4364,256,315,275,63,896
8170,1106,303,129,109,147,41735,4078,288,219,0,86,16,899
18649,3610,507,293,318,756,35607,5977,398,153,372,437,61,899
6513,2747,10,219,475,100,20157,5612,79,118,284,122,28,900
40125,5576,4568,321,402,74,79296,8606,4343,342,374,202,58,900
56041,1834,2810,396,502,0,135393,5024,2866,256,231,242,34,901
5304,11154,218,75,255,267,23153,27024,273,1,223,183,22,901
24004,1395,4453,359,354,198,55636,4749,4721,196,131,287,29,901
14318,1470,0,201,673,132,44171,3695,227,167,380,213,42,902
37392,1026,2686,161,337,89,94008,2488,2391,128,206,219,34,903
25819,4702,2251,145,585,197,54984,6763,3364,80,323,381,51,903
51910,3254,5800,607,0,413,127048,5795,5486,389,197,242,61,903
87167,10015,2207,716,1329,259,155393,15803,1394,459,644,233,74,903
29660,4205,9103,394,409,391,41859,6288,6500,255,163,191,45,904
21369,25703,6549,400,459,235,40354,47640,5070,301,224,433,34,904
76230,1523,4803,773,387,486,144332,3986,3988,409,226,341,54,904
23336,2235,365,145,292,289,60454,5170,293,189,180,277,28,904
37770,15336,3764,104,370,19,84528,24628,3231,19,595,34,44,904
11876,1239,82,220,463,58,50789,3994,0,89,223,60,25,905
38996,939,4462,453,372,0,71926,2381,4094,251,350,50,35,906
40116,1507,2418,331,156,395,62005,1959,2306,199,391,328,76,906
31635,2450,928,323,369,0,42872,4877,497,332,344,170,74,907
17076,2413,304,300,660,307,24151,5463,410,200,308,288,52,907
62576,1116,4265,267,294,383,156155,3177,4264,211,132,328,33,908
7453,737,192,136,273,273,43013,4152,368,29,149,516,13,909
44170,4198,3431,179,292,352,75881,5321,3090,120,324,519,63,910
